sample_index,true_label,predicted_label,confidence,correct,confidence_band
2393,8,8,0.9747756123542786,True,high
2394,4,4,0.9996989965438843,True,high
2395,8,8,0.9627776145935059,True,high
2396,2,2,0.9999772310256958,True,high
2397,2,2,0.9999147653579712,True,high
2398,1,1,0.9999489784240723,True,high
2399,7,7,0.9999997615814209,True,high
2400,5,5,0.9999935626983643,True,high
2401,4,4,1.0,True,high
2402,4,4,0.9999964237213135,True,high
2403,0,0,0.9999955892562866,True,high
2404,4,4,0.9991177916526794,True,high
2405,3,3,0.9978914856910706,True,high
2406,9,9,0.8854050636291504,True,medium
2407,7,7,0.9999998807907104,True,high
2408,3,3,0.9857957363128662,True,high
2409,1,1,0.9999659061431885,True,high
2410,0,0,0.9999998807907104,True,high
2411,1,1,1.0,True,high
2412,2,2,0.9997987151145935,True,high
2413,5,5,1.0,True,high
2414,9,9,0.5559027194976807,True,low
2415,2,2,0.9999948740005493,True,high
2416,1,1,0.9999992847442627,True,high
2417,0,0,0.9992944002151489,True,high
2418,1,1,0.9999986886978149,True,high
2419,8,8,0.9999771118164062,True,high
2420,9,9,0.9999983310699463,True,high
2421,1,1,0.9999988079071045,True,high
2422,6,6,0.9983817338943481,True,high
2423,8,8,0.9998914003372192,True,high
2424,3,3,0.9999991655349731,True,high
2425,8,8,0.9993854761123657,True,high
2426,9,9,0.9684767127037048,True,high
2427,3,3,1.0,True,high
2428,6,6,1.0,True,high
2429,2,2,0.9992985725402832,True,high
2430,8,8,0.9999867677688599,True,high
2431,3,3,1.0,True,high
2432,2,2,0.9999936819076538,True,high
2433,2,2,0.9940598011016846,True,high
2434,1,1,0.9999934434890747,True,high
2435,0,0,0.9999983310699463,True,high
2436,4,4,0.9999997615814209,True,high
2437,2,2,0.9975966811180115,True,high
2438,9,9,0.9999065399169922,True,high
2439,2,2,0.9999995231628418,True,high
2440,4,4,1.0,True,high
2441,3,3,0.9942329525947571,True,high
2442,7,7,0.9999995231628418,True,high
2443,9,9,0.9999808073043823,True,high
2444,1,1,0.9999982118606567,True,high
2445,5,5,0.9999988079071045,True,high
2446,2,2,0.9999998807907104,True,high
2447,4,4,0.9576588869094849,True,high
2448,9,9,0.9995923638343811,True,high
2449,0,0,0.9999758005142212,True,high
2450,3,3,0.9994269609451294,True,high
2451,8,8,0.9999998807907104,True,high
2452,5,5,1.0,True,high
2453,3,3,0.9999973773956299,True,high
2454,6,5,0.7698912620544434,False,medium
2455,0,0,0.9995088577270508,True,high
2456,9,9,0.9999215602874756,True,high
2457,4,4,0.9989311099052429,True,high
2458,6,6,1.0,True,high
2459,2,2,0.9971345663070679,True,high
2460,5,5,0.9999904632568359,True,high
2461,0,0,0.9999986886978149,True,high
2462,2,0,0.9562737941741943,False,high
2463,7,7,0.9999794960021973,True,high
2464,4,4,0.9999953508377075,True,high
2465,6,6,1.0,True,high
2466,6,6,0.9999946355819702,True,high
2467,8,8,0.9999996423721313,True,high
2468,6,6,1.0,True,high
2469,6,6,0.9999818801879883,True,high
2470,8,8,0.9999994039535522,True,high
2471,6,6,1.0,True,high
2472,9,9,0.999188244342804,True,high
2473,1,1,0.9999755620956421,True,high
2474,7,7,0.9999710321426392,True,high
2475,2,2,0.999998927116394,True,high
2476,5,5,0.9999858140945435,True,high
2477,9,9,0.9999759197235107,True,high
2478,9,9,0.9995168447494507,True,high
2479,0,0,0.9999752044677734,True,high
2480,7,7,0.999733030796051,True,high
2481,2,2,0.9999474287033081,True,high
2482,7,7,0.9999984502792358,True,high
2483,6,6,0.9999997615814209,True,high
2484,7,7,0.9999672174453735,True,high
2485,0,0,0.9999994039535522,True,high
2486,6,6,1.0,True,high
2487,5,5,1.0,True,high
2488,2,2,0.973476231098175,True,high
2489,4,4,0.9999774694442749,True,high
2490,7,7,0.999881386756897,True,high
2491,2,2,0.9999990463256836,True,high
2492,0,0,1.0,True,high
2493,9,9,0.9999896287918091,True,high
2494,9,9,0.9999326467514038,True,high
2495,2,2,1.0,True,high
2496,2,2,0.9991322159767151,True,high
2497,9,9,0.9999756813049316,True,high
2498,4,4,0.9999985694885254,True,high
2499,4,4,1.0,True,high
2500,2,2,0.9999865293502808,True,high
2501,3,3,0.9999998807907104,True,high
2502,3,3,1.0,True,high
2503,2,2,1.0,True,high
2504,1,1,0.9998598098754883,True,high
2505,7,7,1.0,True,high
2506,0,0,0.9999998807907104,True,high
2507,7,7,0.9939769506454468,True,high
2508,6,6,0.9999293088912964,True,high
2509,4,4,0.9999910593032837,True,high
2510,1,1,0.999996542930603,True,high
2511,3,3,0.9999998807907104,True,high
2512,8,8,0.9997844099998474,True,high
2513,7,7,0.9997697472572327,True,high
2514,4,4,0.9882403612136841,True,high
2515,5,5,0.9992166757583618,True,high
2516,9,9,0.9998738765716553,True,high
2517,2,2,0.9999990463256836,True,high
2518,5,5,1.0,True,high
2519,1,1,0.9999959468841553,True,high
2520,8,8,0.9999903440475464,True,high
2521,7,7,0.9999980926513672,True,high
2522,3,3,0.9999921321868896,True,high
2523,7,7,0.9989998936653137,True,high
2524,1,1,0.999998927116394,True,high
2525,5,5,0.9997660517692566,True,high
2526,5,5,0.9989213943481445,True,high
2527,0,0,0.9999918937683105,True,high
2528,9,9,0.9992615580558777,True,high
2529,1,1,0.9999997615814209,True,high
2530,4,4,0.9999990463256836,True,high
2531,0,0,0.9999998807907104,True,high
2532,6,6,0.9959446787834167,True,high
2533,3,3,0.999739944934845,True,high
2534,3,3,0.9353437423706055,True,high
2535,6,6,0.9999995231628418,True,high
2536,0,0,1.0,True,high
2537,4,4,0.9999994039535522,True,high
2538,9,9,0.9999994039535522,True,high
2539,7,7,0.9999351501464844,True,high
2540,5,5,0.9999915361404419,True,high
2541,1,1,1.0,True,high
2542,6,6,0.999910831451416,True,high
2543,8,8,0.9999595880508423,True,high
2544,9,9,0.9997439980506897,True,high
2545,5,5,0.9999932050704956,True,high
2546,5,5,0.9999998807907104,True,high
2547,7,7,0.9999212026596069,True,high
2548,9,9,0.9984999895095825,True,high
2549,3,3,0.9999998807907104,True,high
2550,8,8,0.9999892711639404,True,high
2551,3,3,0.9999618530273438,True,high
2552,8,8,0.9999736547470093,True,high
2553,1,1,0.9999997615814209,True,high
2554,5,5,1.0,True,high
2555,3,3,1.0,True,high
2556,5,5,0.9996192455291748,True,high
2557,0,0,0.9999998807907104,True,high
2558,5,5,1.0,True,high
2559,5,5,0.9999654293060303,True,high
2560,3,3,0.9999017715454102,True,high
2561,8,8,1.0,True,high
2562,6,6,0.9999994039535522,True,high
2563,7,7,0.999998927116394,True,high
2564,7,7,0.9998409748077393,True,high
2565,7,7,1.0,True,high
2566,3,3,1.0,True,high
2567,7,7,0.9999983310699463,True,high
2568,0,0,0.9999960660934448,True,high
2569,5,5,0.9999878406524658,True,high
2570,9,9,0.9996957778930664,True,high
2571,0,0,0.9995434880256653,True,high
2572,2,2,0.9999966621398926,True,high
2573,5,5,0.9994276165962219,True,high
2574,5,5,0.9965929388999939,True,high
2575,3,3,1.0,True,high
2576,1,1,0.9999856948852539,True,high
2577,7,7,0.9998941421508789,True,high
2578,7,7,0.982304573059082,True,high
2579,8,8,1.0,True,high
2580,6,6,0.9999947547912598,True,high
2581,5,5,0.999990701675415,True,high
2582,9,9,0.93310546875,True,high
2583,3,3,1.0,True,high
2584,8,8,0.999998927116394,True,high
2585,9,9,0.9999918937683105,True,high
2586,5,5,0.999998927116394,True,high
2587,3,3,0.9999198913574219,True,high
2588,7,7,0.9999982118606567,True,high
2589,9,9,0.9999889135360718,True,high
2590,1,1,0.9999990463256836,True,high
2591,7,7,0.9999988079071045,True,high
2592,0,0,1.0,True,high
2593,0,0,0.9999982118606567,True,high
2594,3,3,0.9998912811279297,True,high
2595,7,7,1.0,True,high
2596,2,2,0.9979546070098877,True,high
2597,5,3,0.9897682070732117,False,high
2598,8,8,0.7753416299819946,True,medium
2599,1,1,0.9999997615814209,True,high
2600,8,8,0.9999997615814209,True,high
2601,6,6,0.9999963045120239,True,high
2602,2,2,0.9999691247940063,True,high
2603,9,9,0.9998911619186401,True,high
2604,5,5,0.9999797344207764,True,high
2605,7,7,0.9999985694885254,True,high
2606,5,5,1.0,True,high
2607,7,7,0.9404137134552002,True,high
2608,8,8,0.9999876022338867,True,high
2609,6,6,0.9999972581863403,True,high
2610,2,2,0.9999310970306396,True,high
2611,5,5,0.9999616146087646,True,high
2612,1,1,0.9999997615814209,True,high
2613,4,4,1.0,True,high
2614,8,8,0.9999995231628418,True,high
2615,4,4,1.0,True,high
2616,5,5,0.9999994039535522,True,high
2617,8,8,0.999319314956665,True,high
2618,3,3,0.997968852519989,True,high
2619,0,0,0.9999998807907104,True,high
2620,6,6,0.9999996423721313,True,high
2621,2,2,1.0,True,high
2622,7,7,0.9999825954437256,True,high
2623,3,3,0.999991774559021,True,high
2624,3,3,0.9999752044677734,True,high
2625,2,2,0.9999505281448364,True,high
2626,1,1,0.9999997615814209,True,high
2627,0,0,0.9999997615814209,True,high
2628,7,7,0.9994149208068848,True,high
2629,3,3,0.9995092153549194,True,high
2630,4,4,0.974187970161438,True,high
2631,0,0,0.9985005855560303,True,high
2632,3,3,1.0,True,high
2633,9,9,0.9999980926513672,True,high
2634,3,3,0.9999984502792358,True,high
2635,2,2,0.9907350540161133,True,high
2636,8,8,0.9955854415893555,True,high
2637,9,9,0.999988317489624,True,high
2638,0,0,0.9999940395355225,True,high
2639,3,3,0.9999971389770508,True,high
2640,8,8,0.9999899864196777,True,high
2641,0,0,0.9999977350234985,True,high
2642,7,7,0.9999957084655762,True,high
2643,6,6,0.9999998807907104,True,high
2644,5,5,1.0,True,high
2645,4,4,0.9944367408752441,True,high
2646,7,7,0.9999974966049194,True,high
2647,3,3,0.9999995231628418,True,high
2648,9,9,0.8106461763381958,True,medium
2649,0,0,1.0,True,high
2650,8,8,0.9999469518661499,True,high
2651,6,6,0.9998806715011597,True,high
2652,2,2,0.999981164932251,True,high
2653,5,5,1.0,True,high
2654,6,1,0.9999650716781616,False,high
2655,1,1,0.9999992847442627,True,high
2656,0,0,0.9999996423721313,True,high
2657,0,0,1.0,True,high
2658,4,4,0.9938315153121948,True,high
2659,4,4,0.9966819882392883,True,high
2660,0,0,0.9999947547912598,True,high
2661,1,1,0.9999997615814209,True,high
2662,2,2,1.0,True,high
2663,3,3,1.0,True,high
2664,2,2,1.0,True,high
2665,7,7,0.9992623925209045,True,high
2666,7,7,0.9999486207962036,True,high
2667,8,8,0.9998424053192139,True,high
2668,5,5,0.9996259212493896,True,high
2669,2,2,0.9999998807907104,True,high
2670,5,5,0.9996880292892456,True,high
2671,7,7,0.9999516010284424,True,high
2672,6,6,0.999241828918457,True,high
2673,9,9,0.9998770952224731,True,high
2674,1,1,0.9999977350234985,True,high
2675,4,4,1.0,True,high
2676,1,1,0.9999958276748657,True,high
2677,6,6,1.0,True,high
2678,4,4,0.9848213791847229,True,high
2679,2,2,0.9999998807907104,True,high
2680,4,4,0.9999945163726807,True,high
2681,3,3,0.9999984502792358,True,high
2682,5,5,1.0,True,high
2683,4,4,0.9999874830245972,True,high
2684,3,3,0.9990038275718689,True,high
2685,9,9,0.9996949434280396,True,high
2686,5,5,0.9999287128448486,True,high
2687,0,0,0.9999997615814209,True,high
2688,1,1,1.0,True,high
2689,5,5,0.9959915280342102,True,high
2690,3,3,0.9999998807907104,True,high
2691,8,8,0.9999978542327881,True,high
2692,9,9,0.9999642372131348,True,high
2693,1,1,0.9999991655349731,True,high
2694,9,9,0.9996963739395142,True,high
2695,7,7,0.9877645373344421,True,high
2696,9,9,0.9999303817749023,True,high
2697,5,5,0.9998888969421387,True,high
2698,5,5,0.9999983310699463,True,high
2699,2,2,0.9999576807022095,True,high
2700,7,7,0.9999853372573853,True,high
2701,4,4,0.9999985694885254,True,high
2702,6,6,0.9999988079071045,True,high
2703,0,0,0.9999614953994751,True,high
2704,1,1,0.9999960660934448,True,high
2705,1,1,0.9994301199913025,True,high
2706,1,1,0.9999991655349731,True,high
2707,0,0,1.0,True,high
2708,4,4,0.9999332427978516,True,high
2709,4,4,0.9999862909317017,True,high
2710,7,7,0.9997521042823792,True,high
2711,6,6,1.0,True,high
2712,3,3,0.9999998807907104,True,high
2713,0,0,0.9995765089988708,True,high
2714,0,0,1.0,True,high
2715,4,4,0.9961087107658386,True,high
2716,3,3,0.9999996423721313,True,high
2717,0,0,0.9999996423721313,True,high
2718,6,6,0.9999542236328125,True,high
2719,1,1,0.9999951124191284,True,high
2720,9,9,0.8771699666976929,True,medium
2721,6,6,0.9980254173278809,True,high
2722,1,1,0.9999986886978149,True,high
2723,3,3,1.0,True,high
2724,8,8,0.9999289512634277,True,high
2725,1,1,0.9999998807907104,True,high
2726,2,2,0.9999722242355347,True,high
2727,5,5,0.9999997615814209,True,high
2728,6,6,0.9999985694885254,True,high
2729,2,2,1.0,True,high
2730,7,7,0.9987844824790955,True,high
2731,3,3,0.9999953508377075,True,high
2732,6,6,0.9983147382736206,True,high
2733,0,0,0.9999998807907104,True,high
2734,1,1,0.999876856803894,True,high
2735,9,9,0.997689962387085,True,high
2736,7,7,0.9998449087142944,True,high
2737,6,6,0.9999961853027344,True,high
2738,6,6,1.0,True,high
2739,8,8,0.9999823570251465,True,high
2740,9,9,0.9980388283729553,True,high
2741,2,2,0.9999960660934448,True,high
2742,9,9,0.7334870100021362,True,medium
2743,5,5,0.9987609386444092,True,high
2744,8,8,0.9999921321868896,True,high
2745,3,3,1.0,True,high
2746,1,1,0.9999984502792358,True,high
2747,0,0,1.0,True,high
2748,0,0,0.9999887943267822,True,high
2749,7,7,0.9999973773956299,True,high
2750,6,6,0.9995784163475037,True,high
2751,6,6,0.9999432563781738,True,high
2752,2,2,1.0,True,high
2753,1,1,0.998611330986023,True,high
2754,6,6,0.999859094619751,True,high
2755,9,9,0.9992496371269226,True,high
2756,3,3,0.9999785423278809,True,high
2757,1,1,0.9999998807907104,True,high
2758,8,8,0.770250141620636,True,medium
2759,6,6,1.0,True,high
2760,9,9,0.930929958820343,True,high
2761,0,0,0.9999994039535522,True,high
2762,6,6,0.9999990463256836,True,high
2763,0,0,1.0,True,high
2764,0,0,0.9999891519546509,True,high
2765,0,0,1.0,True,high
2766,6,6,0.9999978542327881,True,high
2767,3,3,0.999997615814209,True,high
2768,5,5,1.0,True,high
2769,9,9,0.9820227026939392,True,high
2770,3,3,0.7045308351516724,True,medium
2771,4,4,0.9492969512939453,True,high
2772,5,5,0.9999994039535522,True,high
2773,5,5,0.9999973773956299,True,high
2774,8,8,1.0,True,high
2775,5,5,0.9999980926513672,True,high
2776,3,3,1.0,True,high
2777,0,0,0.9999997615814209,True,high
2778,4,4,0.504957377910614,True,low
2779,0,0,1.0,True,high
2780,2,2,0.9901480078697205,True,high
2781,9,9,0.9998736381530762,True,high
2782,6,6,0.9999513626098633,True,high
2783,8,8,0.9999260902404785,True,high
2784,2,2,0.9999556541442871,True,high
2785,3,3,0.9999997615814209,True,high
2786,1,1,0.999992847442627,True,high
2787,2,2,0.9999994039535522,True,high
2788,1,1,0.999998927116394,True,high
2789,1,1,0.9999949932098389,True,high
2790,5,5,0.999998927116394,True,high
2791,6,6,0.9999984502792358,True,high
2792,9,9,0.9999798536300659,True,high
2793,8,8,0.9992565512657166,True,high
2794,0,0,0.9999517202377319,True,high
2795,6,6,1.0,True,high
2796,6,6,0.9999957084655762,True,high
2797,5,5,0.9999995231628418,True,high
2798,5,5,1.0,True,high
2799,3,3,0.9999994039535522,True,high
2800,8,8,0.9999839067459106,True,high
2801,6,6,0.9999957084655762,True,high
2802,2,2,0.9983117580413818,True,high
2803,1,1,0.9999815225601196,True,high
2804,4,4,0.9999918937683105,True,high
2805,5,5,0.9999977350234985,True,high
2806,4,4,1.0,True,high
2807,3,3,1.0,True,high
2808,7,7,0.9999916553497314,True,high
2809,8,8,0.9999983310699463,True,high
2810,5,5,0.8785049915313721,True,medium
2811,0,0,0.9999661445617676,True,high
2812,9,9,0.9942448735237122,True,high
2813,3,3,0.9999977350234985,True,high
2814,5,5,0.9997861981391907,True,high
2815,1,1,0.999983549118042,True,high
2816,1,1,0.9999982118606567,True,high
2817,0,0,1.0,True,high
2818,4,4,0.9997367262840271,True,high
2819,4,4,0.9999990463256836,True,high
2820,7,7,0.9998168349266052,True,high
2821,0,0,0.9999927282333374,True,high
2822,1,1,0.9999992847442627,True,high
2823,7,7,0.9866141676902771,True,high
2824,0,0,0.9999984502792358,True,high
2825,1,1,0.9999470710754395,True,high
2826,6,6,1.0,True,high
2827,1,1,0.9999918937683105,True,high
2828,4,4,0.9999784231185913,True,high
2829,5,5,0.9999898672103882,True,high
2830,6,6,0.9999998807907104,True,high
2831,6,6,0.9999769926071167,True,high
2832,5,5,0.9999998807907104,True,high
2833,7,7,0.9999998807907104,True,high
2834,8,8,0.9989989399909973,True,high
2835,4,4,0.9999889135360718,True,high
2836,4,4,0.9546953439712524,True,high
2837,7,7,1.0,True,high
2838,2,2,0.9999979734420776,True,high
2839,5,5,0.9999997615814209,True,high
2840,3,3,0.9999998807907104,True,high
2841,7,7,0.9999212026596069,True,high
2842,0,0,0.9999994039535522,True,high
2843,7,7,0.99998939037323,True,high
2844,7,7,1.0,True,high
2845,9,9,0.9999210834503174,True,high
2846,6,6,0.9999985694885254,True,high
2847,4,4,0.9995535016059875,True,high
2848,2,2,0.9999750852584839,True,high
2849,8,8,1.0,True,high
2850,5,5,0.9974045157432556,True,high
2851,7,7,0.9935617446899414,True,high
2852,8,8,0.9999955892562866,True,high
2853,3,3,0.9999793767929077,True,high
2854,9,9,0.9944040775299072,True,high
2855,5,5,1.0,True,high
2856,8,8,0.9999995231628418,True,high
2857,9,9,0.9999991655349731,True,high
2858,9,9,0.9996366500854492,True,high
2859,8,8,0.9999947547912598,True,high
2860,6,6,0.9922404289245605,True,high
2861,2,2,0.999982476234436,True,high
2862,8,8,0.9999260902404785,True,high
2863,9,9,0.994988739490509,True,high
2864,2,2,0.9999474287033081,True,high
2865,3,3,0.9999996423721313,True,high
2866,6,6,0.9999980926513672,True,high
2867,1,1,0.9999713897705078,True,high
2868,1,1,0.9999998807907104,True,high
2869,8,8,0.999871015548706,True,high
2870,9,9,0.9999997615814209,True,high
2871,3,3,0.9999972581863403,True,high
2872,4,4,0.9992972612380981,True,high
2873,0,0,0.9999998807907104,True,high
2874,7,7,1.0,True,high
2875,9,9,0.9997895359992981,True,high
2876,6,6,0.9999856948852539,True,high
2877,4,4,0.9974147081375122,True,high
2878,1,1,0.9999998807907104,True,high
2879,4,4,0.9999779462814331,True,high
2880,1,1,0.9999998807907104,True,high
2881,3,3,1.0,True,high
2882,4,4,0.9999363422393799,True,high
2883,9,9,0.9999346733093262,True,high
2884,3,3,0.9999991655349731,True,high
2885,1,1,0.9999489784240723,True,high
2886,4,4,0.9999996423721313,True,high
2887,7,7,0.9999996423721313,True,high
2888,7,7,0.9999622106552124,True,high
2889,4,4,1.0,True,high
2890,7,7,0.9999898672103882,True,high
2891,2,2,0.999996542930603,True,high
2892,9,9,0.9999997615814209,True,high
2893,3,3,0.9999996423721313,True,high
2894,0,0,0.9948516488075256,True,high
2895,8,8,1.0,True,high
2896,8,0,0.9997469782829285,False,high
2897,8,8,0.9999984502792358,True,high
2898,4,4,0.9999406337738037,True,high
2899,0,0,1.0,True,high
2900,4,4,0.9998419284820557,True,high
2901,4,4,0.9997857213020325,True,high
2902,1,1,0.9999818801879883,True,high
2903,5,5,1.0,True,high
2904,2,2,1.0,True,high
2905,8,8,0.9993860721588135,True,high
2906,3,3,0.9997863173484802,True,high
2907,4,4,0.9898661971092224,True,high
2908,9,9,0.9999982118606567,True,high
2909,5,5,0.9999885559082031,True,high
2910,2,2,0.9957894682884216,True,high
2911,8,8,0.9995784163475037,True,high
2912,1,1,0.9999984502792358,True,high
2913,5,5,0.9999878406524658,True,high
2914,3,3,0.9999990463256836,True,high
2915,7,7,0.9834738373756409,True,high
2916,9,9,0.999721109867096,True,high
2917,4,4,0.9999957084655762,True,high
2918,2,2,1.0,True,high
2919,5,5,0.999889612197876,True,high
2920,6,6,0.9998356103897095,True,high
2921,3,2,0.6766409277915955,False,low
2922,5,5,1.0,True,high
2923,9,9,0.9999290704727173,True,high
2924,3,3,0.9999231100082397,True,high
2925,5,5,0.9998499155044556,True,high
2926,9,9,0.9998062252998352,True,high
2927,3,3,0.6842150688171387,True,low
2928,1,1,0.9999998807907104,True,high
2929,9,9,0.9978451728820801,True,high
2930,5,5,0.9249130487442017,True,high
2931,3,3,0.9999980926513672,True,high
2932,0,0,0.9999804496765137,True,high
2933,6,6,0.9999974966049194,True,high
2934,9,9,0.9999958276748657,True,high
2935,8,8,1.0,True,high
2936,4,4,0.9999719858169556,True,high
2937,0,0,0.9999974966049194,True,high
2938,4,4,0.9811084866523743,True,high
2939,9,5,0.9699594378471375,False,high
2940,2,2,0.9992777705192566,True,high
2941,9,9,0.9999967813491821,True,high
2942,0,0,1.0,True,high
2943,1,1,0.9999970197677612,True,high
2944,0,0,0.9997571110725403,True,high
2945,3,3,0.993176281452179,True,high
2946,1,1,0.9998132586479187,True,high
2947,6,6,1.0,True,high
2948,5,5,0.9999998807907104,True,high
2949,8,8,0.9999933242797852,True,high
2950,1,1,0.9999996423721313,True,high
2951,5,5,0.9999974966049194,True,high
2952,3,3,0.995102047920227,True,high
2953,3,5,0.5538681149482727,False,low
2954,0,0,0.9999998807907104,True,high
2955,3,3,0.9999994039535522,True,high
2956,5,5,0.9998626708984375,True,high
2957,5,5,0.9999991655349731,True,high
2958,9,9,0.9999648332595825,True,high
2959,2,3,0.553200364112854,False,low
2960,8,8,0.999775230884552,True,high
2961,7,7,0.9903843402862549,True,high
2962,0,0,1.0,True,high
2963,4,4,1.0,True,high
2964,9,9,0.9974839687347412,True,high
2965,1,1,0.9999996423721313,True,high
2966,9,9,0.999543309211731,True,high
2967,7,7,0.9999998807907104,True,high
2968,7,7,0.9999899864196777,True,high
2969,5,5,0.9999971389770508,True,high
2970,5,5,0.920926570892334,True,high
2971,2,2,0.9999963045120239,True,high
2972,0,0,0.9995656609535217,True,high
2973,9,9,0.9999948740005493,True,high
2974,1,1,1.0,True,high
2975,8,8,0.9999198913574219,True,high
2976,6,6,0.9979985356330872,True,high
2977,2,2,0.999862790107727,True,high
2978,3,3,0.9999873638153076,True,high
2979,9,9,0.9422938227653503,True,high
2980,6,6,1.0,True,high
2981,2,2,0.999995231628418,True,high
2982,1,1,0.9999998807907104,True,high
2983,9,9,0.9999991655349731,True,high
2984,1,1,0.9999994039535522,True,high
2985,3,3,0.9999986886978149,True,high
2986,5,5,0.9999854564666748,True,high
2987,5,5,0.9999895095825195,True,high
2988,0,0,0.9999994039535522,True,high
2989,3,3,0.9999958276748657,True,high
2990,8,8,0.9841602444648743,True,high
2991,3,3,0.9999679327011108,True,high
2992,3,3,0.9999932050704956,True,high
2993,7,7,0.9997766613960266,True,high
2994,6,6,0.9999951124191284,True,high
2995,6,5,0.6597816944122314,False,low
2996,0,0,0.9999997615814209,True,high
2997,1,1,0.9999998807907104,True,high
2998,4,4,0.9998865127563477,True,high
2999,0,0,1.0,True,high
3000,6,6,0.9999498128890991,True,high
3001,9,9,0.9998408555984497,True,high
3002,8,8,0.9999977350234985,True,high
3003,1,1,0.9999992847442627,True,high
3004,2,2,0.999937891960144,True,high
3005,9,1,0.5357069373130798,False,low
3006,9,9,0.9999980926513672,True,high
3007,5,5,0.9999985694885254,True,high
3008,9,9,0.9999986886978149,True,high
3009,7,7,0.9999977350234985,True,high
3010,3,3,0.9999996423721313,True,high
3011,7,7,0.999995231628418,True,high
3012,8,8,0.9865368008613586,True,high
3013,0,0,0.9999967813491821,True,high
3014,1,1,0.9999994039535522,True,high
3015,3,3,1.0,True,high
3016,0,0,0.9999901056289673,True,high
3017,4,4,0.9999980926513672,True,high
3018,6,6,1.0,True,high
3019,1,1,0.9999964237213135,True,high
3020,0,0,0.9999908208847046,True,high
3021,2,2,0.9995896220207214,True,high
3022,5,5,0.9999991655349731,True,high
3023,8,8,0.7224248051643372,True,medium
3024,4,4,0.9999996423721313,True,high
3025,4,4,0.9999990463256836,True,high
3026,1,1,0.9999760389328003,True,high
3027,1,1,0.9999998807907104,True,high
3028,5,5,1.0,True,high
3029,4,4,0.9999909400939941,True,high
3030,6,6,0.9613214135169983,True,high
3031,6,6,1.0,True,high
3032,0,0,1.0,True,high
3033,6,6,0.9997828602790833,True,high
3034,9,9,0.9999897480010986,True,high
3035,2,2,1.0,True,high
3036,6,6,1.0,True,high
3037,2,2,0.9999998807907104,True,high
3038,7,7,0.9999840259552002,True,high
3039,1,1,0.9999654293060303,True,high
3040,7,7,0.9999949932098389,True,high
3041,9,9,0.9999982118606567,True,high
3042,4,4,0.9999984502792358,True,high
3043,0,0,0.9999980926513672,True,high
3044,0,0,0.9999994039535522,True,high
3045,3,3,1.0,True,high
3046,8,8,0.9999978542327881,True,high
3047,2,2,0.9999990463256836,True,high
3048,2,2,0.9999954700469971,True,high
3049,3,3,0.9999948740005493,True,high
3050,1,1,1.0,True,high
3051,6,6,0.9999998807907104,True,high
3052,0,0,1.0,True,high
3053,5,5,1.0,True,high
3054,7,7,0.999944806098938,True,high
3055,7,7,0.9999635219573975,True,high
3056,9,9,0.9998531341552734,True,high
3057,2,2,0.9999996423721313,True,high
3058,6,6,0.9999988079071045,True,high
3059,7,7,0.9994093179702759,True,high
3060,9,7,0.506401538848877,False,low
3061,7,7,0.9999074935913086,True,high
3062,8,8,0.9862408638000488,True,high
3063,6,6,0.9999998807907104,True,high
3064,8,8,0.9999998807907104,True,high
3065,8,8,0.9993558526039124,True,high
3066,4,4,0.9999997615814209,True,high
3067,6,6,0.9999959468841553,True,high
3068,8,8,0.9999858140945435,True,high
3069,4,4,0.9998970031738281,True,high
3070,1,1,0.9999997615814209,True,high
3071,2,2,1.0,True,high
3072,8,8,1.0,True,high
3073,1,2,0.532219648361206,False,low
3074,3,3,1.0,True,high
3075,9,9,0.9999996423721313,True,high
3076,4,4,0.9999996423721313,True,high
3077,0,0,0.9999638795852661,True,high
3078,3,3,0.9974790215492249,True,high
3079,7,7,1.0,True,high
3080,3,3,1.0,True,high
3081,2,2,0.9999997615814209,True,high
3082,3,3,0.9999996423721313,True,high
3083,3,3,0.9999955892562866,True,high
3084,7,7,0.9999959468841553,True,high
3085,3,3,0.9999933242797852,True,high
3086,4,4,0.9999849796295166,True,high
3087,0,0,0.9999997615814209,True,high
3088,6,6,0.999991774559021,True,high
3089,2,2,0.9999991655349731,True,high
3090,0,0,0.9999984502792358,True,high
3091,8,8,0.9998923540115356,True,high
3092,1,1,0.9999810457229614,True,high
3093,5,5,1.0,True,high
3094,3,3,0.999995231628418,True,high
3095,5,5,1.0,True,high
3096,4,4,0.9999995231628418,True,high
3097,1,1,0.9999977350234985,True,high
3098,7,7,0.9999996423721313,True,high
3099,1,1,0.9999994039535522,True,high
3100,5,5,0.9938588738441467,True,high
3101,7,7,0.9999992847442627,True,high
3102,5,5,0.9980304837226868,True,high
3103,7,7,0.9992020726203918,True,high
3104,3,3,0.9999988079071045,True,high
3105,2,2,1.0,True,high
3106,2,2,0.9999529123306274,True,high
3107,7,7,1.0,True,high
3108,3,3,0.99759441614151,True,high
3109,7,7,0.9155715107917786,True,high
3110,3,3,0.9999730587005615,True,high
3111,7,7,0.9999853372573853,True,high
3112,8,8,0.9999735355377197,True,high
3113,5,5,0.9999998807907104,True,high
3114,4,4,0.9848135113716125,True,high
3115,5,5,0.9954533576965332,True,high
3116,2,2,0.9999998807907104,True,high
3117,5,5,0.9998403787612915,True,high
3118,6,6,0.9999994039535522,True,high
3119,5,5,1.0,True,high
3120,3,3,0.9999998807907104,True,high
3121,6,6,0.9999537467956543,True,high
